video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
['"i4jz_28fDQY","KFC | Football Dance | $20 Fill Up","2021-01-24T17:00:23Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2021-01-24T17:00:23Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","8379","131","5","28","https://i.ytimg.com/vi/i4jz_28fDQY/default.jpg","False","False","Feed your whole team with a $20 Fill Up. Order ahead at kfc.com to get a $20 Fill Up with all the fixins! Price and participation may vary. Tax extra."']
['"Z6H56tnQ6XU","KFC | Colonel Bucket | Uber Eats Free Delivery","2021-01-07T23:07:20Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2021-01-07T23:07:20Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","19531","233","33","57","https://i.ytimg.com/vi/Z6H56tnQ6XU/default.jpg","False","False","There are few problems a bucket of chicken can\'t solve, especially when it comes with all the fixins! Get KFC with no delivery fee on Uber Eats with a minimum purchase of $20. Price and participation may vary. Tax extra."']
['"j0e7Bj_7T3k","“A RECIPE FOR SEDUCTION,” A KFC AND LIFETIME ORIGINAL MINI-MOVIE","2020-12-14T17:06:19Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-12-14T17:06:19Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken|Lifetime","249368","7507","842","2028","https://i.ytimg.com/vi/j0e7Bj_7T3k/default.jpg","False","False","As the holidays draw near, a young heiress contends with the affections of a suitor handpicked by her mother. When the handsome chef Colonel Sanders arrives with nothing more than his fried chicken recipe and a dream, he sets in motion a series of events that unravel into chaos. Watch Mario Lopez star as the Colonel in KFC and Lifetime’s first Original Mini-Movie, #ARecipeForSeduction #ItsAWonderfulLifetime"']
['"KTPpVu-gIkU","KFC | Colonel Bucket | $20 Fill Up","2020-12-09T19:13:32Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-12-09T19:13:32Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","12364911","323","18","53","https://i.ytimg.com/vi/KTPpVu-gIkU/default.jpg","False","False","You heard the bucket, take a break from cooking and get some chicken! Get a $20FU delivered or order ahead at kfc.com. Price and participation may vary. Tax extra."']
['"d55fudJSUvE","KFC and Lifetime’s A RECIPE FOR SEDUCTION Trailer","2020-12-08T00:15:10Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-12-08T00:15:10Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","84921","886","53","163","https://i.ytimg.com/vi/d55fudJSUvE/default.jpg","False","False","He’s a chef with a deep-fried dream. She’s a dreamer who needs help, and their love is the only thing standing in Mother’s way. Mario Lopez stars as THE Colonel Sanders in our cinematic, Lifetime Original Mini-Movie debut, “A Recipe for Seduction.” Tune in on 12/13 at 12pm ET/PT on Lifetime."']
['"xRRO4mc0N0U","KFC | Colonel Snowman! | Free Postmates Delivery","2020-12-01T21:17:19Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-12-01T21:17:19Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","45806","820","69","257","https://i.ytimg.com/vi/xRRO4mc0N0U/default.jpg","False","False","Fun fact: a drumstick makes a great nose for a snowman AND dinner for the family! Now through 1/3/21, get free Postmates delivery on orders of $10 or more with code KFC!"']
['"fSVT-6fKEuU","KFC | Colonel Bucket | $20 Fill Up","2020-12-01T20:23:01Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-12-01T20:23:01Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","6397297","156","15","46","https://i.ytimg.com/vi/fSVT-6fKEuU/default.jpg","False","False","¡Ya escuchaste a la cubeta, descansa de cocinar y lleva pollo frito! Ordena un $20FU con entrega a domicilio o pide en kfc.com por adelantado. Precio y participación pueden variar. No incluye impuesto."']
['"xxZIkXflxFk","KFC Next Generation Restaurant Designs","2020-11-18T07:06:33Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-11-18T07:06:33Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","25984","438","19","89","https://i.ytimg.com/vi/xxZIkXflxFk/default.jpg","False","False","KFC unveiled a new, modernized Next Generation Prototype restaurant concept that prioritizes a digital-forward and contactless customer experience."']
['"RkQFEemwKLo","KFC 2020 Holiday Buckets Collection","2020-11-16T06:51:07Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-11-16T06:51:07Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","8633","210","9","37","https://i.ytimg.com/vi/RkQFEemwKLo/default.jpg","False","False","To celebrate the season, KFC is bringing back the iconic 1966 and 1971 U.S. holiday buckets, as well as a new vintage-inspired design for 2020, adding some modern flare to the brand’s heritage."']
['"CkYXm3Oje9k","KFC’s 11 Herbs & Spices Firelog | Back For the Holidays!","2020-10-26T10:57:17Z","UCR8RWMHZcSgqjD0HiUiJ_cQ","KFC","24","2020-10-26T10:57:17Z","KFC|Kentucky Fried Chicken|Fried Chicken|Lunch|Dinner|Tenders|Buckets|Chicken","12399","150","7","48","https://i.ytimg.com/vi/CkYXm3Oje9k/default.jpg","False","False","Back by popular demand, our fabled 11 Herbs & Spices Firelog from Enviro-Log is here for the Holidays! Because it’s never too early to start shopping for your chicken-scented gifting needs. Sold exclusively at select @Walmart locations & Walmart.com https://kfc.us/35fb2sV"']
